,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
91460,Resort Hotel,0,36,2019,October,43,20,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,41.33,0,1,Check-Out,2019-10-27
91461,Resort Hotel,0,3,2019,October,44,26,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,31.2,1,0,Check-Out,2019-10-27
91462,Resort Hotel,0,4,2019,November,49,30,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,1,No Deposit,6.0,,0,Transient,25.0,1,0,Check-Out,2019-12-01
91463,Resort Hotel,0,0,2019,October,44,26,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,35.1,0,0,Check-Out,2019-10-27
91464,Resort Hotel,0,0,2019,November,48,26,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2019-11-27
91465,Resort Hotel,0,0,2019,December,49,3,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,E,0,No Deposit,,,0,Transient,38.0,1,0,Check-Out,2019-12-04
91466,Resort Hotel,0,0,2019,October,44,26,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,48.0,0,1,Check-Out,2019-10-27
91467,Resort Hotel,0,0,2019,October,44,26,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,39.0,0,1,Check-Out,2019-10-27
91468,Resort Hotel,0,188,2019,October,43,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Contract,57.6,0,0,Check-Out,2019-10-27
91469,Resort Hotel,0,1,2019,October,44,26,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,35.1,0,1,Check-Out,2019-10-27
91470,Resort Hotel,0,0,2019,October,44,26,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,45.0,1,0,Check-Out,2019-10-27
91471,Resort Hotel,0,0,2019,October,44,27,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2019-10-27
91472,Resort Hotel,0,48,2019,October,43,21,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,86.0,0,3,Check-Out,2019-10-28
91473,Resort Hotel,0,40,2019,October,43,20,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Contract,42.5,0,0,Check-Out,2019-10-28
91474,Resort Hotel,0,122,2019,October,43,18,4,6,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,45.0,0,0,Check-Out,2019-10-28
91475,Resort Hotel,0,0,2019,October,44,27,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,31.2,0,0,Check-Out,2019-10-28
91476,Resort Hotel,0,21,2019,October,44,26,1,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,77.4,0,2,Check-Out,2019-10-28
91477,Resort Hotel,0,5,2019,October,44,26,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Check-Out,2019-10-28
91478,Resort Hotel,0,5,2019,October,44,26,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Check-Out,2019-10-28
91479,Resort Hotel,0,0,2019,October,44,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2019-10-28
91480,Resort Hotel,0,0,2019,November,48,26,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2019-11-27
91481,Resort Hotel,0,0,2019,December,52,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,,,0,Transient,46.0,0,1,Check-Out,2019-12-22
91482,Resort Hotel,0,5,2019,October,44,26,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,37.0,0,0,Check-Out,2019-10-28
91483,Resort Hotel,0,43,2019,October,43,24,2,2,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,38.04,0,0,Check-Out,2019-10-28
91484,Resort Hotel,0,41,2019,October,43,18,4,6,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,C,H,0,No Deposit,,,0,Transient-Party,66.0,0,1,Check-Out,2019-10-28
91485,Resort Hotel,0,5,2019,October,44,26,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,40.0,1,0,Check-Out,2019-10-28
91486,Resort Hotel,0,0,2019,October,44,26,1,1,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,65.6,0,0,Check-Out,2019-10-28
91487,Resort Hotel,0,0,2019,October,44,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2019-10-28
91488,Resort Hotel,0,0,2019,October,44,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,47.0,,0,Transient,48.0,0,0,Check-Out,2019-10-28
91489,Resort Hotel,0,101,2019,October,43,22,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,175.0,,0,Transient,36.86,0,0,Check-Out,2019-10-29
91490,Resort Hotel,0,21,2019,October,43,22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,42.5,0,1,Check-Out,2019-10-29
91491,Resort Hotel,0,115,2019,October,43,22,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243.0,,0,Transient,73.43,0,2,Check-Out,2019-10-29
91492,Resort Hotel,0,0,2019,October,44,26,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,47.0,0,Transient,48.0,0,0,Check-Out,2019-10-29
91493,Resort Hotel,0,0,2019,November,46,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2019-11-11
91494,Resort Hotel,0,0,2019,December,52,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2019-12-23
91495,Resort Hotel,0,38,2019,October,43,22,2,5,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,243.0,,0,Transient,76.93,0,1,Check-Out,2019-10-29
91496,Resort Hotel,0,2,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2019-10-29
91497,Resort Hotel,0,45,2019,October,43,22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,43.93,0,1,Check-Out,2019-10-29
91498,Resort Hotel,0,121,2019,October,43,18,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,44.14,0,2,Check-Out,2019-10-29
91499,Resort Hotel,0,0,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,325.0,0,Transient-Party,48.0,1,0,Check-Out,2019-10-29
91500,Resort Hotel,0,9,2019,October,43,24,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,78.2,0,0,Check-Out,2019-10-29
91501,Resort Hotel,0,22,2019,October,44,27,0,2,1,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,175.0,,0,Transient,37.6,0,1,Check-Out,2019-10-29
91502,Resort Hotel,0,21,2019,October,43,22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Transient,54.0,0,2,Check-Out,2019-10-29
91503,Resort Hotel,0,21,2019,October,43,22,2,5,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,43.93,0,2,Check-Out,2019-10-29
91504,Resort Hotel,0,14,2019,October,44,26,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,47.0,0,Transient,48.0,0,0,Check-Out,2019-10-30
91505,Resort Hotel,0,0,2019,November,48,23,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2019-11-26
91506,Resort Hotel,0,6,2019,December,50,9,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2019-12-11
91507,Resort Hotel,0,10,2019,December,52,21,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,,47.0,0,Transient,35.0,0,0,Check-Out,2019-12-23
91508,Resort Hotel,0,0,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,88.0,0,Transient,48.0,0,0,Check-Out,2019-10-30
91509,Resort Hotel,0,1,2019,November,45,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,88.0,0,Transient,35.0,0,0,Check-Out,2019-11-05
91510,Resort Hotel,0,0,2019,November,46,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,2,A,F,0,No Deposit,88.0,,0,Transient,35.0,0,0,Check-Out,2019-11-13
91511,Resort Hotel,0,0,2019,November,48,25,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,A,F,0,No Deposit,88.0,,0,Transient,35.0,0,0,Check-Out,2019-11-27
91512,Resort Hotel,0,0,2019,November,49,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,88.0,,0,Transient,35.0,0,0,Check-Out,2019-12-01
91513,Resort Hotel,0,0,2019,December,51,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,D,0,No Deposit,88.0,,0,Transient,35.0,0,0,Check-Out,2019-12-17
91514,Resort Hotel,0,0,2019,December,53,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,0,No Deposit,88.0,,0,Transient,35.0,0,0,Check-Out,2019-12-29
91515,Resort Hotel,0,0,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,48.0,0,0,Check-Out,2019-10-30
91516,Resort Hotel,0,5,2019,October,44,27,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,31.2,0,0,Check-Out,2019-10-30
91517,Resort Hotel,0,61,2019,October,44,28,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,251.0,,0,Transient,46.0,0,1,Check-Out,2019-10-30
91518,Resort Hotel,0,7,2019,October,44,28,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,58.8,1,1,Check-Out,2019-10-30
91519,Resort Hotel,0,1,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,118.0,0,Transient,48.0,0,0,Check-Out,2019-10-30
91520,Resort Hotel,0,1,2019,October,44,28,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.1,0,0,Check-Out,2019-10-30
91521,Resort Hotel,0,0,2019,October,44,26,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,48.0,0,2,Check-Out,2019-10-30
91522,Resort Hotel,0,5,2019,October,44,27,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,38.4,0,0,Check-Out,2019-10-30
91523,Resort Hotel,0,129,2019,October,44,25,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,45.0,0,2,Check-Out,2019-10-31
91524,Resort Hotel,0,5,2019,October,44,25,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.48,0,1,Check-Out,2019-10-31
91525,Resort Hotel,0,79,2019,October,44,28,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.5,1,1,Check-Out,2019-10-31
91526,Resort Hotel,0,79,2019,October,44,28,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.5,0,1,Check-Out,2019-10-31
91527,Resort Hotel,0,8,2019,October,44,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,48.0,0,2,Check-Out,2019-10-31
91528,Resort Hotel,0,8,2019,October,44,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,48.0,0,2,Check-Out,2019-10-31
91529,Resort Hotel,0,1,2019,October,44,30,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.2,0,1,Check-Out,2019-10-31
91530,Resort Hotel,0,88,2019,October,43,24,2,5,2,2.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,96.43,0,1,Check-Out,2019-10-31
91531,Resort Hotel,0,103,2019,October,43,24,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,241.0,,0,Transient,76.12,0,0,Check-Out,2019-10-31
91532,Resort Hotel,0,88,2019,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243.0,,0,Contract,50.03,0,2,Check-Out,2019-11-01
91533,Resort Hotel,0,0,2019,October,44,30,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,37.73,0,1,Check-Out,2019-10-31
91534,Resort Hotel,0,115,2019,October,44,25,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Contract,37.67,0,2,Check-Out,2019-10-31
91535,Resort Hotel,0,130,2019,October,43,24,2,5,2,2.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,C,G,0,No Deposit,2.0,,0,Contract,130.07,0,1,Check-Out,2019-10-31
91536,Resort Hotel,0,130,2019,October,43,24,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,3,No Deposit,2.0,,0,Contract,87.64,0,1,Check-Out,2019-10-31
91537,Resort Hotel,0,9,2019,October,44,30,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,82.0,1,1,Check-Out,2019-10-31
91538,Resort Hotel,0,9,2019,October,44,30,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,76.0,0,1,Check-Out,2019-10-31
91539,Resort Hotel,0,0,2019,October,44,28,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,5,No Deposit,,,0,Transient,42.0,1,0,Check-Out,2019-10-31
91540,Resort Hotel,0,0,2019,October,44,28,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,,,0,Transient,48.0,0,0,Check-Out,2019-10-31
91541,Resort Hotel,0,101,2019,October,43,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,243.0,,0,Contract,62.5,0,0,Check-Out,2019-11-01
91542,Resort Hotel,0,20,2019,October,44,27,0,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,50.8,1,0,Check-Out,2019-11-01
91543,Resort Hotel,0,48,2019,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,42.5,0,1,Check-Out,2019-11-01
91544,Resort Hotel,0,48,2019,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,42.5,0,1,Check-Out,2019-11-01
91545,Resort Hotel,0,159,2019,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,43.93,0,1,Check-Out,2019-11-01
91546,Resort Hotel,0,111,2019,October,43,18,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,40.0,,0,Transient,81.79,0,0,Check-Out,2019-11-01
91547,Resort Hotel,0,3,2019,October,44,31,0,1,1,0.0,0,HB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2019-11-01
91548,Resort Hotel,0,3,2019,October,44,31,0,1,1,0.0,0,HB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2019-11-01
91549,Resort Hotel,0,153,2019,October,44,28,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91550,Resort Hotel,0,153,2019,October,44,28,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,42.0,1,0,Check-Out,2019-11-01
91551,Resort Hotel,0,155,2019,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91552,Resort Hotel,0,154,2019,October,44,30,0,2,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91553,Resort Hotel,0,2,2019,October,44,31,0,1,2,0.0,0,BB,CHE,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,42.0,0,0,Check-Out,2019-11-01
91554,Resort Hotel,0,155,2019,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,1,0,Check-Out,2019-11-01
91555,Resort Hotel,0,153,2019,October,44,28,0,3,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91556,Resort Hotel,0,155,2019,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91557,Resort Hotel,0,2,2019,October,44,30,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,88.0,0,1,Check-Out,2019-11-01
91558,Resort Hotel,0,153,2019,October,44,28,0,3,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-01
91559,Resort Hotel,0,4,2019,October,44,30,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,42.0,1,0,Check-Out,2019-11-01
91560,Resort Hotel,0,4,2019,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,42.0,1,0,Check-Out,2019-11-01
91561,Resort Hotel,0,88,2019,October,44,25,2,5,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,61.73,0,3,Check-Out,2019-11-01
91562,Resort Hotel,0,74,2019,October,44,25,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,39.68,0,0,Check-Out,2019-11-01
91563,Resort Hotel,0,1,2019,October,44,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,49.0,0,2,Check-Out,2019-11-01
91564,Resort Hotel,0,17,2019,October,44,28,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,72.75,0,1,Check-Out,2019-11-02
91565,Resort Hotel,0,11,2019,October,44,30,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient-Party,56.0,1,1,Check-Out,2019-11-02
91566,Resort Hotel,0,0,2019,November,45,1,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,50.1,1,0,Check-Out,2019-11-02
91567,Resort Hotel,0,1,2019,October,44,31,1,1,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,72.0,1,0,Check-Out,2019-11-02
91568,Resort Hotel,0,0,2019,November,45,1,1,0,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Group,81.9,0,0,Check-Out,2019-11-02
91569,Resort Hotel,0,3,2019,October,44,30,1,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2019-11-02
91570,Resort Hotel,0,6,2019,November,45,1,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,2019-11-02
91571,Resort Hotel,0,5,2019,October,44,27,1,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,39.99,0,1,Check-Out,2019-11-02
91572,Resort Hotel,0,3,2019,October,44,27,2,5,2,1.0,0,HB,FIN,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,240.0,,0,Transient,146.0,1,3,Check-Out,2019-11-03
91573,Resort Hotel,0,0,2019,November,45,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,41.0,1,0,Check-Out,2019-11-03
91574,Resort Hotel,0,74,2019,October,44,30,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,47.74,0,1,Check-Out,2019-11-03
91575,Resort Hotel,0,0,2019,November,45,1,2,0,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,48.0,0,0,Check-Out,2019-11-03
91576,Resort Hotel,0,6,2019,November,45,1,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,2019-11-04
91577,Resort Hotel,0,6,2019,November,45,1,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,2019-11-04
91578,Resort Hotel,0,1,2019,November,45,3,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.0,1,0,Check-Out,2019-11-04
91579,Resort Hotel,0,4,2019,November,45,2,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,25.0,0,0,Check-Out,2019-11-04
91580,Resort Hotel,0,0,2019,November,45,2,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2019-11-04
91581,Resort Hotel,0,0,2019,November,45,2,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,51.0,1,0,Check-Out,2019-11-04
91582,Resort Hotel,0,4,2019,November,45,3,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.0,0,0,Check-Out,2019-11-04
91583,Resort Hotel,0,0,2019,November,45,3,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2019-11-05
91584,Resort Hotel,0,6,2019,November,45,3,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.1,0,1,Check-Out,2019-11-05
91585,Resort Hotel,0,113,2019,October,44,31,2,3,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,42.28,0,0,Check-Out,2019-11-05
91586,Resort Hotel,0,0,2019,November,45,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,,278.0,0,Transient-Party,40.0,1,0,Check-Out,2019-11-06
91587,Resort Hotel,0,0,2019,November,45,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,40.0,0,0,Check-Out,2019-11-06
91588,Resort Hotel,0,0,2019,November,45,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,40.0,0,0,Check-Out,2019-11-06
91589,Resort Hotel,0,1,2019,November,45,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,25.0,1,0,Check-Out,2019-11-05
91590,Resort Hotel,0,6,2019,November,45,3,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.1,0,1,Check-Out,2019-11-05
91591,Resort Hotel,0,1,2019,November,45,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,88.0,0,Transient,35.0,0,0,Check-Out,2019-11-05
91592,Resort Hotel,0,28,2019,November,45,4,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,36.0,0,0,Check-Out,2019-11-05
